Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
1848;50951469;Sparkasse Starkenburg;Starkenburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1849;50961206;Raiffeisenbank Ried;Bürstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1850;50961312;Raiffeisenbank Groß-Rohrheim;Groß-Rohrheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1851;50961592;Volksbank Weschnitztal;Rimbach, Odenw;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1852;50961685;Volksbank Überwald-Gorxheimertal;Abtsteinach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1853;50970004;Deutsche Bank;Bensheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1854;50970004;Deutsche Bank;Heppenheim (Bergstraße);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1855;50970024;Deutsche Bank Privat und Geschäftskunden;Bensheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1856;50970024;Deutsche Bank Privat und Geschäftskunden;Heppenheim (Bergstraße);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1857;51020000;BHF-Bank AG;Wiesbaden;Bank-Verlag GmbH;BdB;hbciserver.bankverlag.de;nicht unterstützt;3.0;;ja;;ja;;ja;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;24.02.2008;;;;;
1858;51020186;UniCredit Bank - HypoVereinsbank AG;Wiesbaden;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1859;51040038;Commerzbank;Rüdesheim ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1860;51040038;Commerzbank;Wiesbaden;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1861;51050015;Nassauische Sparkasse ;Nassau;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs7.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs7.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1862;51070021;Deutsche Bank;Wiesbaden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1863;51070021;Deutsche Bank;Eltville am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1864;51070021;Deutsche Bank;Taunusstein;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1865;51070024;Deutsche Bank Privat und Geschäftskunden;Wiesbaden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1866;51070024;Deutsche Bank Privat und Geschäftskunden;Eltville am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1867;51070024;Deutsche Bank Privat und Geschäftskunden;Taunusstein;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1868;51090000;Wiesbadener Volksbank;Wiesbaden;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1869;51091400;Volksbank Eltville;Eltville am Rhein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1870;51091500;Rheingauer Volksbank;Geisenheim, Rheingau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1871;51091700;vr bank Untertaunus;Idstein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1872;51091711;Bank f Orden u Mission Zndl vr bk Untertaunus;Idstein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1873;51140029;Commerzbank;Diez;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1874;51140029;Commerzbank;Limburg ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1875;51150018;Kreissparkasse Limburg;Limburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1876;51151919;Kreissparkasse Weilburg;Weilburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1877;51161606;Volksbank Langendernbach;Dornburg, Westerw;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1878;51170010;Deutsche Bank;Limburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1879;51170024;Deutsche Bank Privat und Geschäftskunden;Limburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1880;51190000;Vereinigte Volksbank Limburg;Limburg a d Lahn;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1881;51191200;Volksbank Goldner Grund;Bad Camberg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1882;51191800;Volksbank Schupbach;Beselich;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1883;51192200;Volks- und Raiffeisenbank Weilmünster -alt-;Weilmünster;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1884;51210700;NIBC Bank Zndl Frankfurt am Main;Frankfurt am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1885;51250000;Taunus-Sparkasse;Steinbach;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1886;51340013;Commerzbank;Gießen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1887;51340013;Commerzbank;Friedberg ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1888;51343224;Commerzbank;Alsfeld;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1889;51350025;Sparkasse Giessen;Giessen;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1890;51351526;Sparkasse Grünberg;Grünberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs1.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs1.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1891;51352227;Sparkasse Laubach Hungen;Laubach Hungen;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1892;51361021;Volksbank Heuchelheim;Heuchelheim, Kr Gießen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1893;51370008;Deutsche Bank;Gießen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1894;51370024;Deutsche Bank Privat und Geschäftskunden;Gießen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1895;51390000;Volksbank Mittelhessen;Gießen, Lahn;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1896;51420300;Bankhaus Julius Bär Europe AG;Frankfurt am Main;Bank-Verlag GmbH;BdB;;;;;;;;;;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;30.05.2017;;;;;
1897;51540037;Commerzbank;Butzbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1898;51540037;Commerzbank;Wetzlar;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1899;51550035;Sparkasse Wetzlar;Wetzlar;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs1.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs1.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1900;51560231;Volksbank Wetzlar-Weilburg;Wetzlar;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1901;51570008;Deutsche Bank;Wetzlar;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1902;51570024;Deutsche Bank Privat und Geschäftskunden;Wetzlar;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1903;51591300;Volksbank Brandoberndorf;Waldsolms;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1904;51640043;Commerzbank;Dillenburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1905;51650045;Sparkasse Dillenburg;Dillenburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1906;51690000;Volksbank Dill VB und Raiffbk;Dillenburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1907;51691500;Volksbank Herborn-Eschenburg;Herborn, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1908;51752267;Sparkasse Battenberg;Battenberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1909;51762434;VR Bank Biedenkopf-Gladenbach;Biedenkopf;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1910;51850079;Sparkasse Oberhessen;Wetterau;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs1.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs1.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1911;51861325;BVB Volksbank Ndl d Frankfurter Volksbank;Bad Vilbel;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1912;51861403;Volksbank Butzbach;Butzbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1913;51861616;Landbank Horlofftal;Reichelsheim (Wetterau);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1914;51861806;Volksbank Ober-Mörlen;Ober-Mörlen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1915;51961023;Volksbank;Ulrichstein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1916;51961515;Spar- und Darlehnskasse Stockhausen;Herbstein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1917;51961801;Volksbank Feldatal;Feldatal;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1918;51990000;Volksbank Lauterbach-Schlitz;Lauterbach (Hessen);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1919;52040021;Commerzbank;Kassel;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1920;52040021;Commerzbank;Korbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1921;52040021;Commerzbank;Warburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1922;52050353;Kasseler Sparkasse;Kassel;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1923;52051373;Stadtsparkasse Borken;Borken;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1924;52051555;Stadtsparkasse Felsberg;Felsberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1925;52051877;Stadtsparkasse Grebenstein;Grebenstein;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1926;52052154;Kreissparkasse Schwalm-Eder;Schwalm-Eder;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1927;52053458;Stadtsparkasse Schwalmstadt;Schwalmstadt;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1928;52060208;Kurhessische Landbank;Kassel, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1929;52060410;Evangelische Kreditgenossenschaft;Kassel, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1930;52061303;Raiffeisenbank Borken;Borken (Hessen);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1931;52062601;VR-Bank Schwalm-Eder eG;Homberg (Efze);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;16.09.2017;;;;;
1932;52063369;VR-Bank Spangenberg-Morschen;Spangenberg, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1933;52063550;Raiffeisenbank;Wolfhagen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1934;52064156;Raiffeisenbank;Baunatal;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1935;52069013;Raiffeisenbank Burghaun;Burghaun;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1936;52069029;Spar-u. Kredit-Bank;Gemünden (Wohra);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1937;52069103;Raiffeisenbank Trendelburg;Trendelburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1938;52069149;Raiffeisenbank Volkmarsen;Volkmarsen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1939;52069519;Frankenberger Bank Raiffeisenbank;Frankenberg (Eder);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1940;52070012;Deutsche Bank;Kassel;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1941;52070012;Deutsche Bank;Baunatal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1942;52070012;Deutsche Bank;Hann. Münden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1943;52070024;Deutsche Bank Privat und Geschäftskunden;Kassel;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1944;52070024;Deutsche Bank Privat und Geschäftskunden;Baunatal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1945;52070024;Deutsche Bank Privat und Geschäftskunden;Hann. Münden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1946;52071212;Deutsche Bank;Bad Wildungen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1947;52071224;Deutsche Bank Privat und Geschäftskunden;Bad Wildungen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1948;52090000;Kasseler Bank;Kassel, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1949;52240006;Commerzbank;Eschwege;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1950;52250030;Sparkasse Werra-Meißner;Werra-Meißner;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1951;52260385;VR-Bank Werra-Meißner;Eschwege;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1952;52270012;Deutsche Bank;Eschwege;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1953;52270024;Deutsche Bank Privat und Geschäftskunden;Eschwege;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1954;52350005;Sparkasse Waldeck-Frankenberg;Waldeck-Frankenberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1955;52360059;Waldecker Bank;Korbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
