BLZ;BIC;Institut;HBCI-Version;PIN/TAN-Zugang URL
20190003;GENODEF1HH2;Hamburger Bank v. 1861;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20190003;GENODEF1HH2;Hamburger Bank von 1861 Volksbank eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20190109;GENODEF1HH4;Volksbank Stormarn eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20190301;GENODEF1HH3;Vierländer Volksbank eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20190800;GENODEF1MKB;MKB Mittelstandskreditbank Aktiengesellschaft;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
20230300;OSCBDEH1XXX;Otto M. Schröder Bank AG;300;https://hbci11.fiducia.de/cgi-bin/hbciservlet
20690500;GENODEF1S11;Sparda-Bank Hamburg eG;;https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate
20750000;NOLADE21HAM;Sparkasse Harburg-Buxtehude;300;https://banking-ni3.s-fints-pt-ni.de/fints30
21020600;SYBKDE22KIE;Sydbank A/S;300;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp
21050000;HSHNDEHHXXX;HSH Nordbank AG;;https://homebanking.hsh-nordbank-banking.de/tristan/hbci 
21050170;NOLADE21KIE;Förde Sparkasse;300;https://banking-sh1.s-fints-pt-sh.de/fints30
21051275;NOLADE21BOR;Bordesholmer Sparkasse AG;300;https://banking-sh1.s-fints-pt-sh.de/fints30
21070020;DEUTDEHH210;Deutsche Bank;300;https://fints.deutsche-bank.de/
21070020;DEUTDEHH210;Deutsche Bank;300;https://fints.deutsche-bank.de/
21070024;DEUTDEDB210;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
21070024;DEUTDEDB210;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
21090007;GENODEF1KIL;Kieler Volksbank eG;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
21090900;GENODEF1P11;PSD Bank Kiel;;https://hbci11.fiducia.de/cgi-bin/hbciservlet
21092023;GENODEF1EFO;Eckernförder Bank eG Volksbank-Raiffeisenbank;300;https://hbci-pintan.gad.de/cgi-bin/hbciservlet
21270020;DEUTDEHH212;Deutsche Bank;300;https://fints.deutsche-bank.de/
21270024;DEUTDEDB212;Deutsche Bank Privat und Geschäftskunden;300;https://fints.deutsche-bank.de/
